Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,City,city_risk_score,parts_inflation_index,no_claim_score,income_risk_ratio,location_score,income_risk_ratio_log
EV68375,California,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.021231914014055397,2,0.021009657379498073
UN51653,California,9402.729769,No,Extended,High School or Below,2/9/11,Unemployed,F,0,Suburban,Single,130,28,88,0,4,Personal Auto,Personal L3,Offer1,Web,936.0,SUV,Medsize,Istanbul,5,1.0,4,130.0,2,4.875197323201151
TO96662,Oregon,6966.694527,No,Extended,Bachelor,1/19/11,Employed,F,41837,Rural,Married,88,29,93,0,9,Personal Auto,Personal L3,Offer1,Call Center,142.062768,Four-Door Car,Small,Antalya,3,1.0,4,0.02524081554604776,1,0.024927526991966875
MR52087,California,7694.064293,No,Basic,Bachelor,1/4/11,Employed,F,32303,Rural,Married,65,13,34,0,2,Personal Auto,Personal L1,Offer3,Branch,45.152521,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.024146364114788103,1,0.02385945010911494
DE75225,Oregon,8717.561149,No,Basic,High School or Below,1/9/11,Unemployed,M,0,Suburban,Married,117,5,89,1,3,Personal Auto,Personal L1,Offer1,Agent,561.6,SUV,Medsize,Antalya,3,1.0,1,117.0,2,4.770684624465665
EP80820,California,5928.748528,No,Basic,Bachelor,1/27/11,Employed,F,40531,Rural,Married,74,17,32,0,9,Personal Auto,Personal L3,Offer1,Agent,30.567357,Two-Door Car,Medsize,Istanbul,5,1.0,3,0.02190915595470134,1,0.021672599332360716
GU99037,Oregon,2452.977288,No,Basic,College,2/14/11,Employed,M,79898,Urban,Married,62,5,86,1,1,Corporate Auto,Corporate L1,Offer4,Agent,271.606799,Four-Door Car,Medsize,Antalya,3,1.0,1,0.009311872637612956,3,0.009268784432976143
WI57118,California,6701.571657,No,Extended,College,2/27/11,Employed,M,56398,Suburban,Married,85,4,18,0,7,Personal Auto,Personal L3,Offer4,Agent,408.0,Four-Door Car,Small,Istanbul,5,1.0,1,0.018085747721550412,2,0.017924146134638753
YQ74870,Washington,7556.24034,No,Extended,High School or Below,2/12/11,Employed,M,35257,Suburban,Divorced,98,16,2,1,8,Corporate Auto,Corporate L2,Offer2,Web,470.4,Four-Door Car,Small,Ankara,4,1.0,3,0.033355078424142724,2,0.032810866237843815
MQ14219,Arizona,8492.6988,No,Basic,College,2/26/11,Employed,M,27804,Suburban,Married,109,19,54,0,7,Personal Auto,Personal L3,Offer2,Branch,784.8,SUV,Medsize,Izmir,4,1.0,3,0.04704359085023738,2,0.045970565071619236
KN20603,Oregon,7713.494046,No,Basic,Bachelor,2/20/11,Employed,M,45506,Suburban,Single,66,16,32,2,2,Personal Auto,Personal L3,Offer1,Agent,316.8,Four-Door Car,Medsize,Antalya,3,1.0,3,0.01740429833428559,2,0.0172545782199793
CR48975,Washington,24084.5352,No,Basic,High School or Below,2/2/11,Employed,M,65196,Suburban,Married,67,0,54,0,2,Personal Auto,Personal L2,Offer4,Branch,396.082036,Four-Door Car,Medsize,Ankara,4,1.0,1,0.01233204491073072,2,0.012256624669039214
JI70886,California,7290.069769,No,Basic,High School or Below,2/15/11,Unemployed,M,0,Suburban,Married,102,11,70,1,3,Corporate Auto,Corporate L2,Offer1,Agent,489.6,SUV,Medsize,Istanbul,5,1.0,2,102.0,2,4.634728988229636
VF72557,Oregon,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,Antalya,3,1.0,4,0.07602534178059353,2,0.07327401330295273
OX28638,Arizona,6806.491395,No,Extended,High School or Below,1/21/11,Employed,M,37839,Suburban,Married,86,35,77,0,9,Personal Auto,Personal L3,Offer2,Branch,465.633954,Two-Door Car,Medsize,Izmir,4,1.0,4,0.027273448029810514,2,0.026908154541617643
SK55033,California,2469.781334,No,Basic,Bachelor,1/15/11,Employed,F,92711,Suburban,Single,62,24,10,0,1,Personal Auto,Personal L2,Offer3,Agent,368.400146,Two-Door Car,Medsize,Istanbul,5,1.0,3,0.00802493770965689,2,0.007992909134479564
OO88645,California,3103.923041,No,Extended,College,2/5/11,Employed,F,74665,Urban,Married,78,10,90,2,1,Corporate Auto,Corporate L2,Offer2,Call Center,236.902001,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.012535994107011318,3,0.012458069102000108
YT36855,Washington,2981.875575,No,Extended,College,2/24/11,Unemployed,M,0,Suburban,Married,83,26,89,0,1,Personal Auto,Personal L2,Offer3,Web,582.679087,Two-Door Car,Medsize,Ankara,4,1.0,4,83.0,2,4.430816798843313
CW82151,California,8902.737595,No,Basic,Bachelor,1/5/11,Employed,M,46833,Rural,Married,112,6,3,0,9,Personal Auto,Personal L3,Offer1,Call Center,64.109663,Sports Car,Medsize,Istanbul,5,1.5,1,0.02869771315098328,1,0.028293646104824353
DY22043,Oregon,5499.447223,No,Basic,High School or Below,1/28/11,Employed,F,88768,Suburban,Married,68,17,77,0,7,Personal Auto,Personal L3,Offer3,Branch,326.4,Two-Door Car,Small,Antalya,3,1.0,3,0.009192501802451335,2,0.00915050791417108
SH36774,California,15023.59858,No,Basic,High School or Below,1/12/11,Employed,M,28262,Suburban,Single,192,9,77,0,3,Personal Auto,Personal L3,Offer3,Web,921.6,Luxury SUV,Medsize,Istanbul,5,1.5,2,0.08152289293043663,2,0.07837013394509018
EM43724,Nevada,2509.107875,No,Basic,Bachelor,2/16/11,Employed,F,33555,Rural,Married,63,17,11,0,1,Personal Auto,Personal L3,Offer1,Agent,101.89645,Four-Door Car,Medsize,Bursa,3,1.0,3,0.022530174340634777,1,0.022280118856986747
FH85960,Oregon,31221.7481,No,Premium,College,1/3/11,Employed,M,42780,Suburban,Divorced,113,10,27,1,2,Personal Auto,Personal L2,Offer1,Call Center,542.4,Four-Door Car,Medsize,Antalya,3,1.0,2,0.031697054698457225,2,0.03120507231587009
XA55993,Oregon,3133.503432,No,Extended,Master,2/7/11,Employed,F,58850,Rural,Single,78,20,26,0,1,Personal Auto,Personal L3,Offer2,Branch,143.747794,Four-Door Car,Medsize,Antalya,3,1.0,3,0.01590484282073067,1,0.015779686129032636
GO36627,Arizona,3837.451863,No,Extended,College,1/13/11,Employed,M,21880,Urban,Married,97,29,37,0,1,Special Auto,Special L2,Offer1,Branch,424.077159,Four-Door Car,Medsize,Izmir,4,1.0,4,0.05319926873857404,3,0.05183245431635623
QH48047,Oregon,11790.49617,Yes,Basic,College,1/3/11,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,Antalya,3,1.0,3,0.031365094451704885,2,0.03088325918023188
RB50392,Washington,7838.068321,No,Basic,Master,2/17/11,Unemployed,F,0,Rural,Married,69,9,12,0,2,Personal Auto,Personal L1,Offer2,Agent,2.704934,Four-Door Car,Medsize,Ankara,4,1.0,2,69.0,1,4.248495242049359
UH65059,Arizona,4305.808345,No,Basic,High School or Below,1/21/11,Employed,M,24188,Suburban,Married,109,14,82,0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,Sports Car,Medsize,Izmir,4,1.5,3,0.054076401521415574,2,0.05266493470406882
FV21968,Nevada,5973.976904,No,Basic,Bachelor,1/26/11,Employed,F,41611,Rural,Married,74,14,8,0,8,Special Auto,Special L2,Offer1,Branch,113.801497,Four-Door Car,Medsize,Bursa,3,1.0,3,0.021340510922592582,1,0.021115990851265056
QA87025,Oregon,5670.442396,No,Basic,Bachelor,1/31/11,Employed,F,28406,Urban,Married,72,16,35,1,4,Personal Auto,Personal L3,Offer1,Call Center,192.87572,Four-Door Car,Medsize,Antalya,3,1.0,3,0.03041610927268887,3,0.02996271024485818
TQ13499,Arizona,4731.749346,No,Premium,College,1/2/11,Employed,M,69833,Suburban,Married,118,32,99,0,1,Personal Auto,Personal L3,Offer1,Agent,828.662719,Four-Door Car,Small,Izmir,4,1.0,4,0.020276946429338565,2,0.020074106549546937
BU44523,Arizona,8026.379641,No,Basic,High School or Below,2/7/11,Unemployed,F,0,Suburban,Single,74,15,91,0,2,Corporate Auto,Corporate L2,Offer1,Web,532.8,Four-Door Car,Small,Izmir,4,1.0,3,74.0,2,4.31748811353631
MS41162,Arizona,4022.963529,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,117,6,1,0,1,Personal Auto,Personal L3,Offer1,Agent,975.107098,SUV,Medsize,Izmir,4,1.0,1,117.0,2,4.770684624465665
PU25891,Oregon,9618.310865,No,Basic,High School or Below,1/11/11,Employed,F,80536,Rural,Married,119,5,83,0,3,Special Auto,Special L2,Offer1,Branch,53.798708,Sports Car,Medsize,Antalya,3,1.5,1,0.017731200953610807,1,0.01757583704746392
RB81636,Washington,2274.775451,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,63,2,5,0,1,Personal Auto,Personal L2,Offer2,Agent,606.642452,Four-Door Car,Small,Ankara,4,1.0,1,63.0,2,4.1588830833596715
SX26335,Oregon,9552.926922,No,Extended,College,2/8/11,Employed,F,97732,Urban,Married,79,0,70,0,2,Personal Auto,Personal L3,Offer4,Branch,289.9122,Four-Door Car,Medsize,Antalya,3,1.0,1,0.009699995907174724,3,0.00965325297463203
AZ95587,Arizona,10388.55323,No,Extended,Bachelor,1/11/11,Employed,F,61222,Urban,Single,89,20,55,0,2,Special Auto,Special L3,Offer3,Branch,392.604371,Four-Door Car,Small,Izmir,4,1.0,3,0.01744470941818301,3,0.017294297220012
DS81757,Oregon,2470.121222,No,Basic,College,1/9/11,Unemployed,M,0,Suburban,Single,74,7,20,0,1,Personal Auto,Personal L1,Offer4,Web,721.242206,Two-Door Car,Large,Antalya,3,1.0,2,74.0,2,4.31748811353631
OJ94107,Arizona,5619.068508,No,Premium,Master,2/4/11,Employed,M,50335,Urban,Married,140,9,54,0,1,Personal Auto,Personal L2,Offer1,Call Center,456.52385,SUV,Medsize,Izmir,4,1.0,2,0.03337637826562034,3,0.03283147834147191
LP84436,California,9047.119209,No,Extended,High School or Below,1/21/11,Unemployed,F,0,Suburban,Single,127,30,11,0,6,Personal Auto,Personal L2,Offer3,Branch,1087.995426,Sports Car,Medsize,Istanbul,5,1.5,4,127.0,2,4.852030263919617
YV64727,Washington,6692.143668,No,Premium,High School or Below,2/16/11,Employed,M,63221,Suburban,Married,168,28,49,0,1,Corporate Auto,Corporate L3,Offer3,Agent,806.4,SUV,Medsize,Ankara,4,1.0,4,0.03188813843501368,2,0.03139026819509856
LM19287,Oregon,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large,Antalya,3,1.0,4,96.0,2,4.574710978503383
ZU18643,Nevada,3660.770258,No,Extended,Bachelor,1/18/11,Employed,M,64495,Urban,Married,92,34,30,0,1,Corporate Auto,Corporate L2,Offer4,Web,251.992083,Four-Door Car,Medsize,Bursa,3,1.0,4,0.017117606015970233,3,0.01697275051431544
AZ82578,California,7928.829252,No,Basic,College,1/30/11,Unemployed,F,0,Suburban,Married,72,7,75,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize,Istanbul,5,1.0,2,72.0,2,4.290459441148391
XC67861,Arizona,5011.751577,No,Basic,Bachelor,1/9/11,Employed,F,28859,Suburban,Divorced,67,24,51,3,4,Corporate Auto,Corporate L2,Offer1,Call Center,321.6,Two-Door Car,Medsize,Izmir,4,1.0,3,0.027859593194497385,2,0.027478575209109807
YC43143,Arizona,7988.258292,No,Extended,High School or Below,2/1/11,Employed,F,77330,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,99.257608,Four-Door Car,Medsize,Izmir,4,1.0,1,0.015362731152204837,1,0.015245919245395067
EK59571,Oregon,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large,Antalya,3,1.0,1,105.0,2,4.663439094112067
GD83998,Washington,2659.337982,No,Basic,Bachelor,1/31/11,Employed,M,24495,Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small,Ankara,4,1.0,4,0.034292712798530314,2,0.03371782383733496
WA25797,Washington,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize,Ankara,4,1.5,4,0.013417348506222766,1,0.013328133023288844
PD27940,Arizona,4885.162511,No,Extended,High School or Below,2/12/11,Disabled,M,26372,Suburban,Married,126,11,7,0,1,Personal Auto,Personal L3,Offer4,Agent,604.8,SUV,Medsize,Izmir,4,1.0,2,0.0573335355680267,2,0.055750206373099076
BS77946,Arizona,9753.307106,No,Extended,Bachelor,2/24/11,Medical Leave,F,17514,Rural,Married,127,2,5,0,3,Personal Auto,Personal L1,Offer1,Branch,8.312729,SUV,Medsize,Izmir,4,1.0,1,0.08701610140459061,1,0.08343642072908082
YM50253,California,2946.153697,No,Basic,Bachelor,2/1/11,Employed,F,89270,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,316.599228,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.009947350733729135,3,0.009898201508050585
NR15332,California,2581.110945,No,Basic,High School or Below,2/6/11,Employed,M,29757,Suburban,Married,65,13,55,0,1,Personal Auto,Personal L2,Offer2,Web,312.0,Four-Door Car,Small,Istanbul,5,1.0,3,0.02621231979030144,2,0.025874664706346095
RC62865,Oregon,3517.385764,No,Extended,College,1/23/11,Employed,M,51814,Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Offer3,Agent,56.300724,Four-Door Car,Medsize,Antalya,3,1.0,4,0.02130698266877678,1,0.021083162618372196
CC15295,Oregon,9743.350113,No,Extended,Bachelor,1/21/11,Employed,F,24028,Suburban,Married,82,14,27,0,2,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Small,Antalya,3,1.0,3,0.04095222240719161,2,0.04013589271713649
KA61892,Arizona,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,Izmir,4,1.5,3,0.0447729372468197,2,0.04379957687571054
OS94884,Arizona,7649.28199,No,Basic,Bachelor,1/6/11,Employed,F,52705,Rural,Married,64,14,8,1,2,Personal Auto,Personal L2,Offer1,Web,128.705563,Two-Door Car,Large,Izmir,4,1.0,3,0.01457167251683901,1,0.014466525907383435
ND87334,California,2287.59692,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Offer2,Agent,679.368378,Two-Door Car,Medsize,Istanbul,5,1.0,1,63.0,2,4.1588830833596715
ML93326,Washington,4475.424592,No,Basic,College,2/27/11,Employed,F,84903,Urban,Married,111,7,63,0,1,Personal Auto,Personal L1,Offer1,Agent,497.126827,SUV,Medsize,Ankara,4,1.0,2,0.015688491572735944,3,0.015566699361307109
YL74911,California,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,Istanbul,5,1.0,3,118.0,2,4.77912349311153
JP69864,Washington,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,Ankara,4,1.0,2,0.03034925732637495,2,0.029897829548180224
HL53154,California,7416.197322,No,Extended,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,Medsize,Istanbul,5,1.0,3,77.0,2,4.356708826689592
RI78966,Oregon,7771.158973,No,Basic,Master,2/21/11,Medical Leave,M,21876,Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Offer1,Agent,465.41477,Four-Door Car,Small,Antalya,3,1.0,2,0.03730115194733955,2,0.036622293979794454
IC13702,California,6968.3419,No,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Single,69,33,61,1,2,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small,Istanbul,5,1.0,4,69.0,2,4.248495242049359
BE10809,California,4250.282624,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small,Istanbul,5,1.0,3,61.0,2,4.127134385045092
HT87217,Oregon,19776.56654,No,Extended,High School or Below,1/16/11,Employed,F,70699,Urban,Divorced,82,1,57,0,2,Personal Auto,Personal L2,Offer3,Agent,256.813837,Four-Door Car,Medsize,Antalya,3,1.0,1,0.013918160087129946,3,0.01382219193852164
TH95618,California,21343.46599,No,Basic,High School or Below,1/6/11,Unemployed,F,0,Suburban,Married,74,11,85,1,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize,Istanbul,5,1.0,2,74.0,2,4.31748811353631
TS19868,California,2413.139714,No,Basic,College,1/27/11,Medical Leave,M,27501,Suburban,Married,63,20,0,0,1,Personal Auto,Personal L1,Offer4,Branch,542.319401,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.027489909457837896,2,0.027118846861041518
LP45550,Oregon,15363.84716,No,Premium,Doctor,1/15/11,Disabled,F,15897,Urban,Divorced,101,30,99,0,2,Personal Auto,Personal L3,Offer2,Agent,303.148399,Four-Door Car,Medsize,Antalya,3,1.0,4,0.07624080015097189,3,0.07347422866377679
QR87004,Nevada,8456.961887,No,Basic,College,1/9/11,Employed,F,25141,Rural,Divorced,73,12,4,1,2,Personal Auto,Personal L3,Offer3,Agent,25.438063,Four-Door Car,Medsize,Bursa,3,1.0,2,0.03484348275724911,1,0.03425019089264027
OE75747,Nevada,2189.642522,No,Basic,College,1/28/11,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small,Bursa,3,1.0,1,61.0,2,4.127134385045092
DX91392,California,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.01738926095640935,2,0.017239797970840163
AB72731,California,4639.981638,No,Basic,Bachelor,1/4/11,Employed,F,28358,Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Offer2,Call Center,84.024413,Sports Car,Medsize,Istanbul,5,1.5,3,0.0495098384935468,1,0.04832323469249233
RU49126,Washington,4465.335703,No,Basic,College,2/1/11,Employed,F,61846,Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Offer2,Agent,215.8182,SUV,Medsize,Ankara,4,1.0,1,0.021731397341784434,1,0.021498636633217303
IS12901,Arizona,5968.118877,No,Basic,Bachelor,1/27/11,Employed,F,90972,Urban,Married,74,3,47,0,8,Personal Auto,Personal L3,Offer2,Call Center,232.926145,Two-Door Car,Medsize,Izmir,4,1.0,1,0.00976124521830893,3,0.009713912035480212
IX37561,Washington,5097.763337,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,Medsize,Ankara,4,1.0,1,74.0,2,4.31748811353631
HH90090,California,4076.634665,No,Basic,Bachelor,1/23/11,Employed,F,29549,Suburban,Divorced,104,17,51,0,1,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small,Istanbul,5,1.5,3,0.042234931808183024,2,0.04136738030624226
IU25463,California,12252.60179,No,Premium,Bachelor,2/18/11,Unemployed,F,0,Suburban,Married,115,12,17,1,2,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,Medsize,Istanbul,5,1.0,2,115.0,2,4.7535901911063645
KC11055,Nevada,16936.27147,No,Extended,Bachelor,1/24/11,Employed,F,39411,Suburban,Married,217,4,29,2,4,Personal Auto,Personal L3,Offer3,Branch,1122.658899,Luxury Car,Medsize,Bursa,3,1.5,1,0.06607292380299916,2,0.06398173222470085
PD33979,Oregon,4892.435461,No,Basic,High School or Below,2/18/11,Employed,M,21709,Suburban,Married,62,28,17,0,3,Personal Auto,Personal L2,Offer2,Branch,408.374746,Four-Door Car,Large,Antalya,3,1.0,4,0.03427150029941499,2,0.03369731444344547
NK71023,Nevada,9942.304791,No,Extended,Bachelor,1/19/11,Employed,M,67890,Suburban,Single,85,23,57,0,2,Personal Auto,Personal L2,Offer4,Agent,408.0,Four-Door Car,Small,Bursa,3,1.0,3,0.015024304021210782,2,0.014912557055560875
AB13432,California,3735.838129,No,Basic,Bachelor,1/4/11,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,Istanbul,5,1.0,1,110.0,2,4.709530201312334
OZ97704,California,13117.52215,No,Basic,High School or Below,2/7/11,Employed,F,84311,Suburban,Single,111,11,98,4,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small,Istanbul,5,1.0,2,0.015798650235437844,2,0.01567515061412855
UF46533,California,4574.524094,No,Basic,College,1/30/11,Employed,F,99316,Suburban,Single,114,26,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,754.358929,SUV,Medsize,Istanbul,5,1.0,4,0.013774215634943009,2,0.01368021334832501
XP47431,Arizona,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L1,Offer2,Agent,702.990032,SUV,Medsize,Izmir,4,1.0,3,0.03038141890032473,2,0.029929043305827855
GK73582,California,2978.84601,No,Extended,Bachelor,1/13/11,Employed,F,64586,Urban,Single,76,3,17,0,1,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,Medsize,Istanbul,5,1.0,1,0.014120707274022233,3,0.014021938788372981
RV98763,Oregon,6410.967544,No,Extended,College,2/8/11,Employed,M,61709,Urban,Married,82,5,41,2,7,Personal Auto,Personal L3,Offer3,Branch,275.395894,Four-Door Car,Medsize,Antalya,3,1.0,1,0.01594581017355653,3,0.015820011290501604
II62831,California,4479.023088,No,Basic,Master,1/29/11,Employed,M,94656,Urban,Married,111,12,79,1,1,Special Auto,Special L2,Offer4,Web,459.738128,SUV,Medsize,Istanbul,5,1.0,2,0.014072008113590264,3,0.013973916566350534
XK33449,California,2383.731879,No,Basic,High School or Below,2/5/11,Unemployed,F,0,Suburban,Single,69,5,40,0,1,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,Small,Istanbul,5,1.0,1,69.0,2,4.248495242049359
TR85083,California,2764.493659,No,Basic,Bachelor,1/20/11,Employed,M,61085,Suburban,Married,70,27,34,1,1,Personal Auto,Personal L3,Offer2,Branch,336.0,Two-Door Car,Medsize,Istanbul,5,1.0,4,0.013751330113775885,2,0.013657638519400083
EO95328,Oregon,7920.105377,No,Basic,Bachelor,1/27/11,Employed,F,89284,Suburban,Married,67,7,31,3,2,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,Small,Antalya,3,1.0,2,0.009004972895479593,2,0.008964669897958605
EN21086,Arizona,6889.097981,No,Basic,High School or Below,1/9/11,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small,Izmir,4,1.0,1,63.0,2,4.1588830833596715
YL83902,Washington,3274.194616,No,Extended,Bachelor,1/11/11,Employed,F,31686,Suburban,Married,81,11,33,0,1,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,Small,Ankara,4,1.0,2,0.03067600833175535,2,0.03021490572726687
AZ62651,Oregon,9951.707743,No,Premium,High School or Below,2/17/11,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Corporate L3,Offer4,Web,1836.0,Luxury SUV,Medsize,Antalya,3,1.5,2,0.05382112391170521,2,0.05242272405779377
